CurrentTaxID,ScientificName,TaxonomicRank,TaxSuperKingdom,TaxPhylum,TaxClass,TaxOrder,TaxFamily,TaxGenus,TaxSpeciesGroup,TaxSpecies
996,Flavobacterium columnare,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,Flavobacterium columnare
999,Bernardetia litoralis,species,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Bernardetiaceae,Bernardetia,,Bernardetia litoralis
1010,Sphingobacterium mizutaii,species,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,Sphingobacterium mizutaii
1049,Allochromatium vinosum,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium,,Allochromatium vinosum
1050,Thermochromatium tepidum,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thermochromatium,,Thermochromatium tepidum
1053,Halorhodospira halophila,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Halorhodospira,,Halorhodospira halophila
1061,Rhodobacter capsulatus,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rhodobacter,,Rhodobacter capsulatus
1063,Cereibacter sphaeroides,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cereibacter,,Cereibacter sphaeroides
1069,Rhodomicrobium vannielii,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Rhodomicrobium,,Rhodomicrobium vannielii
1075,Fuscovulum blasticum,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Fuscovulum,,Fuscovulum blasticum
1076,Rhodopseudomonas palustris,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Rhodopseudomonas,,Rhodopseudomonas palustris
1079,Blastochloris viridis,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Blastochloridaceae,Blastochloris,,Blastochloris viridis
1084,Pararhodospirillum photometricum,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Pararhodospirillum,,Pararhodospirillum photometricum
1085,Rhodospirillum rubrum,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,,Rhodospirillum rubrum
1092,Chlorobium limicola,species,Bacteria,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobium,,Chlorobium limicola
1097,Chlorobaculum tepidum,species,Bacteria,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobaculum,,Chlorobaculum tepidum
1100,Pelodictyon luteolum,species,Bacteria,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Pelodictyon,,Pelodictyon luteolum
1112,Erythrobacter neustonensis,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,,Erythrobacter neustonensis
1126,Microcystis aeruginosa,species,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,,Microcystis aeruginosa
1147,Synechocystis sp. PCC 6714,species,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,,Synechocystis sp. PCC 6714
1160,Planktothrix agardhii,species,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,,Planktothrix agardhii
1164,Trichormus azollae,species,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Trichormus,,Trichormus azollae
1165,Anabaena cylindrica,species,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,,Anabaena cylindrica
1166,Dolichospermum flos-aquae,species,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Dolichospermum,,Dolichospermum flos-aquae
1178,Nostoc commune,species,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,,Nostoc commune
1184,Leptolyngbya boryana,species,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,,Leptolyngbya boryana
1219,Prochlorococcus marinus,species,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Prochlorococcaceae,Prochlorococcus,,Prochlorococcus marinus
1231,Nitrosospira multiformis,species,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,,Nitrosospira multiformis
1245,Leuconostoc mesenteroides,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,,Leuconostoc mesenteroides
1246,Leuconostoc lactis,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,,Leuconostoc lactis
1270,Micrococcus luteus,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Micrococcus,,Micrococcus luteus
1272,Kocuria varians,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria,,Kocuria varians
1274,Dermacoccus nishinomiyaensis,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Dermacoccaceae,Dermacoccus,,Dermacoccus nishinomiyaensis
1275,Kocuria rosea,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria,,Kocuria rosea
1276,Kytococcus sedentarius,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Kytococcaceae,Kytococcus,,Kytococcus sedentarius
1280,Staphylococcus aureus,species,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus aureus
1282,Staphylococcus epidermidis,species,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus epidermidis
1288,Staphylococcus xylosus,species,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus xylosus
1290,Staphylococcus hominis,species,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus hominis
1293,Staphylococcus gallinarum,species,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus gallinarum
1296,Mammaliicoccus sciuri,species,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Mammaliicoccus,,Mammaliicoccus sciuri
1304,Streptococcus salivarius,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus salivarius
1307,Streptococcus suis,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus suis
1308,Streptococcus thermophilus,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus thermophilus
1322,Blautia hansenii,species,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,,Blautia hansenii
1335,Streptococcus equinus,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus equinus
1348,Streptococcus parauberis,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,Streptococcus parauberis
1351,Enterococcus faecalis,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,Enterococcus faecalis
1352,Enterococcus faecium,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,Enterococcus faecium
1354,Enterococcus hirae,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,Enterococcus hirae
1358,Lactococcus lactis,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,Lactococcus lactis
1363,Lactococcus garvieae,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,Lactococcus garvieae
1366,Lactococcus raffinolactis,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,,Lactococcus raffinolactis
1377,Aerococcus viridans,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,,Aerococcus viridans
1396,Bacillus cereus,species,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group,Bacillus cereus
1404,Priestia megaterium,species,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Priestia,,Priestia megaterium
1405,Bacillus mycoides,species,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group,Bacillus mycoides
1408,Bacillus pumilus,species,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,,Bacillus pumilus
1423,Bacillus subtilis,species,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis group,Bacillus subtilis
1428,Bacillus thuringiensis,species,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group,Bacillus thuringiensis
1490,Paraclostridium bifermentans,species,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Paraclostridium,,Paraclostridium bifermentans
1491,Clostridium botulinum,species,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,,Clostridium botulinum
1492,Clostridium butyricum,species,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,,Clostridium butyricum
1493,Clostridium cellulovorans,species,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,,Clostridium cellulovorans
1496,Clostridioides difficile,species,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,Clostridioides,,Clostridioides difficile
1501,Clostridium pasteurianum,species,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,,Clostridium pasteurianum
1502,Clostridium perfringens,species,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,,Clostridium perfringens
1504,Clostridium septicum,species,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,,Clostridium septicum
1505,Paeniclostridium sordellii,species,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,Paeniclostridium,,Paeniclostridium sordellii
1511,Acetoanaerobium sticklandii,species,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,Acetoanaerobium,,Acetoanaerobium sticklandii
1519,Clostridium tyrobutyricum,species,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,,Clostridium tyrobutyricum
1520,Clostridium beijerinckii,species,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,,Clostridium beijerinckii
1529,Clostridium cadaveris,species,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,,Clostridium cadaveris
1561,Clostridium baratii,species,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,,Clostridium baratii
1571,Sporosarcina ureae,species,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Sporosarcina,,Sporosarcina ureae
1575,Leifsonia xyli,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Leifsonia,,Leifsonia xyli
1579,Lactobacillus acidophilus,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus acidophilus
1583,Weissella confusa,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,,Weissella confusa
1587,Lactobacillus helveticus,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus helveticus
1590,Lactiplantibacillus plantarum,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,,Lactiplantibacillus plantarum
1597,Lacticaseibacillus paracasei,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,,Lacticaseibacillus paracasei
1598,Limosilactobacillus reuteri,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,Limosilactobacillus reuteri
1600,Lactobacillus acetotolerans,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus acetotolerans
1604,Lactobacillus amylovorus,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus amylovorus
1605,Ligilactobacillus animalis,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,Ligilactobacillus animalis
1613,Limosilactobacillus fermentum,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,,Limosilactobacillus fermentum
1623,Ligilactobacillus ruminis,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,Ligilactobacillus ruminis
1624,Ligilactobacillus salivarius,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,,Ligilactobacillus salivarius
1625,Fructilactobacillus sanfranciscensis,species,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,,Fructilactobacillus sanfranciscensis
1639,Listeria monocytogenes,species,Bacteria,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,,Listeria monocytogenes
1650,Kurthia zopfii,species,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Kurthia,,Kurthia zopfii
1655,Actinomyces naeslundii,species,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,,Actinomyces naeslundii
1656,Actinomyces viscosus,species,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,,Actinomyces viscosus
1660,Schaalia odontolytica,species,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,,Schaalia odontolytica
1661,Trueperella pyogenes,species,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Trueperella,,Trueperella pyogenes
1680,Bifidobacterium adolescentis,species,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,Bifidobacterium adolescentis
1681,Bifidobacterium bifidum,species,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,Bifidobacterium bifidum
1683,Bifidobacterium angulatum,species,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,Bifidobacterium angulatum
1684,Bifidobacterium asteroides,species,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,Bifidobacterium asteroides
1686,Bifidobacterium catenulatum,species,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,Bifidobacterium catenulatum
1694,Bifidobacterium pseudolongum,species,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,Bifidobacterium pseudolongum
1703,Brevibacterium linens,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Brevibacteriaceae,Brevibacterium,,Brevibacterium linens
1705,Corynebacterium stationis,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,,Corynebacterium stationis
1708,Cellulomonas fimi,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,,Cellulomonas fimi
1710,Cellulosimicrobium cellulans,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,Cellulosimicrobium,,Cellulosimicrobium cellulans
1711,Cellulomonas flavigena,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,,Cellulomonas flavigena
1718,Corynebacterium glutamicum,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,,Corynebacterium glutamicum
1721,Corynebacterium callunae,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,,Corynebacterium callunae
1725,Corynebacterium xerosis,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,,Corynebacterium xerosis
1727,Corynebacterium variabile,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,,Corynebacterium variabile
1731,Peptoclostridium acidaminophilum,species,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptoclostridium,,Peptoclostridium acidaminophilum
1744,Propionibacterium freudenreichii,species,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Propionibacterium,,Propionibacterium freudenreichii
1747,Cutibacterium acnes,species,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,,Cutibacterium acnes
1748,Acidipropionibacterium acidipropionici,species,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium,,Acidipropionibacterium acidipropionici
1749,Acidipropionibacterium jensenii,species,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium,,Acidipropionibacterium jensenii
1750,Arachnia propionica,species,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Arachnia,,Arachnia propionica
1764,Mycobacterium avium,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium complex (MAC),Mycobacterium avium
1766,Mycolicibacterium fortuitum,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,,Mycolicibacterium fortuitum
1767,Mycobacterium intracellulare,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium complex (MAC),Mycobacterium intracellulare
1768,Mycobacterium kansasii,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,,Mycobacterium kansasii
1771,Mycolicibacterium phlei,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,,Mycolicibacterium phlei
1772,Mycolicibacterium smegmatis,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,,Mycolicibacterium smegmatis
1773,Mycobacterium tuberculosis,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis complex,Mycobacterium tuberculosis
1774,Mycobacteroides chelonae,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacteroides,,Mycobacteroides chelonae
1775,Mycobacterium cookii,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,,Mycobacterium cookii
1778,Mycobacterium gordonae,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,,Mycobacterium gordonae
1780,Mycobacterium malmoense,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,,Mycobacterium malmoense
1781,Mycobacterium marinum,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium ulcerans group,Mycobacterium marinum
1784,Mycobacterium simiae,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium simiae complex,Mycobacterium simiae
1788,Mycolicibacter terrae,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacter,,Mycolicibacter terrae
1789,Mycobacterium xenopi,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,,Mycobacterium xenopi
1791,Mycolicibacterium aurum,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,,Mycolicibacterium aurum
1792,Mycolicibacterium chitae,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,,Mycolicibacterium chitae
1793,Mycolicibacterium fallax,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,,Mycolicibacterium fallax
1794,Mycolicibacterium gadium,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,,Mycolicibacterium gadium
1795,Mycolicibacterium neoaurum,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,,Mycolicibacterium neoaurum
1796,Mycolicibacterium senegalense,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,,Mycolicibacterium senegalense
1797,Mycolicibacterium thermoresistibile,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,,Mycolicibacterium thermoresistibile
1799,Mycolicibacterium aichiense,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,,Mycolicibacterium aichiense
1800,Mycolicibacterium chubuense,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,,Mycolicibacterium chubuense
1801,Mycolicibacterium diernhoferi,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,,Mycolicibacterium diernhoferi
1802,Mycolicibacterium farcinogenes,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,,Mycolicibacterium farcinogenes
